Type_of_aggregates,Design_F'c (Mpa),Curing_age_(days),Cs_(Mpa),Er_(ohm-cm),UPV_(m/s)
Volcanic,30,28,33.8792,4.3655,3145.0963
Volcanic,30,28,34.4409,4.4326,3136.2585
Volcanic,30,28,34.8377,4.4066,3110.6816
Volcanic,30,28,34.2271,4.4079,3112.9038
Volcanic,30,28,34.9229,4.4697,3139.7962
Volcanic,30,28,33.7588,4.3767,3124.0897
Volcanic,30,28,33.6298,4.3364,3128.0281
Volcanic,30,28,33.9088,4.3688,3130.1295
Volcanic,30,28,34.0572,4.3979,3127.0951
Volcanic,30,28,34.0937,4.4523,3113.2607
Volcanic,30,28,33.9299,4.4016,3132.8821
Volcanic,30,28,34.5028,4.3945,3129.5033
Volcanic,30,28,34.9616,4.443,3122.4028
Volcanic,30,28,34.9616,4.4502,3119.3066
Volcanic,30,28,34.9616,4.3281,3126.9961
Volcanic,30,28,34.9616,4.3526,3124.0471
Volcanic,30,28,34.9616,4.4069,3116.7288
Volcanic,30,28,34.9616,4.4497,3118.3717
Volcanic,30,28,34.9616,4.4019,3136.6289
Volcanic,30,28,34.9616,4.3335,3125.5897
Volcanic,30,28,34.9616,4.4152,3122.4142
Volcanic,30,28,34.9616,4.4196,3115.3168
Volcanic,30,28,34.9616,4.4508,3121.8299
Volcanic,30,28,34.9616,4.3867,3137.4272
Volcanic,30,28,34.9616,4.4225,3128.7686
Volcanic,30,28,34.9616,4.4675,3138.6907
Volcanic,30,28,34.9616,4.4735,3130.3667
Volcanic,30,28,34.9616,4.3811,3136.3443
Volcanic,30,28,34.9616,4.3201,3113.9919
Volcanic,30,28,34.9616,4.4507,3113.3844
Volcanic,30,28,34.9616,4.3718,3122.8452
Volcanic,30,28,34.9616,4.3436,3116.0999
Volcanic,30,28,34.3548,4.2466,3144.7373
Volcanic,30,28,34.7015,4.2917,3143.581
Volcanic,30,28,34.0998,4.2481,3154.7428
Volcanic,30,28,34.0533,4.2629,3143.2167
Volcanic,30,28,34.6403,4.25,3144.4207
Volcanic,30,28,34.1825,4.2468,3147.4728
Volcanic,30,28,33.4794,4.2616,3151.1971
Volcanic,30,28,34.2275,4.3007,3149.2134
Volcanic,30,28,33.9204,4.2951,3143.7441
Volcanic,30,28,34.3451,4.1767,3141.1397
Volcanic,30,28,34.9095,4.2844,3152.6158
Volcanic,30,28,34.5228,4.2166,3150.4513
Volcanic,30,28,33.7607,4.1807,3143.9787
Volcanic,30,28,34.4424,4.2673,3141.8759
Volcanic,30,28,34.8367,4.2475,3147.6388
Volcanic,30,28,34.1958,4.1859,3151.9521
Volcanic,30,28,34.4119,4.1807,3148.2698
Volcanic,30,28,33.8536,4.2329,3144.941
Volcanic,30,28,34.1753,4.1922,3152.5887
Volcanic,30,28,33.7561,4.2086,3145.1675
Volcanic,30,28,34.0752,4.2292,3136.5719
Volcanic,30,28,33.6052,4.1738,3144.354
Volcanic,30,28,33.5559,4.1809,3136.5497
Volcanic,30,28,34.0783,4.226,3136.2788
Volcanic,30,28,33.9411,4.1659,3137.3024
Volcanic,30,28,33.4753,4.2077,3140.3501
Volcanic,30,28,34.1345,4.2688,3152.8763
Volcanic,30,28,33.8493,4.2498,3139.4613
Volcanic,30,28,33.8712,4.219,3134.7973
Volcanic,30,28,33.9176,4.1646,3153.4541
Volcanic,30,28,34.0329,4.2737,3148.6887
Volcanic,30,28,34.104,4.2913,3152.0318
Volcanic,30,28,33.7501,4.1704,3129.7276
Volcanic,30,28,33.5266,4.2203,3135.7996
Volcanic,30,28,34.013,4.1635,3138.8222
Volcanic,30,28,33.7119,4.303,3146.8209
Volcanic,30,28,34.0923,4.2943,3138.6122
Volcanic,30,28,33.7417,4.1687,3133.6042
Volcanic,30,28,34.0837,4.2845,3141.2831
Volcanic,30,28,33.5955,4.3095,3141.4155
Volcanic,30,60,35.2435,7.204,3150.6686
Volcanic,30,60,35.1336,7.2185,3181.7042
Volcanic,30,60,35.256,7.1708,3188.0691
Volcanic,30,60,35.1619,7.2219,3154.99
Volcanic,30,60,35.155,7.1714,3169.6063
Volcanic,30,60,35.1985,7.1378,3147.0364
Volcanic,30,60,35.2069,7.0713,3145.2637
Volcanic,30,60,35.119,7.1,3148.0637
Volcanic,30,60,35.2041,7.124,3170.6225
Volcanic,30,60,35.198,7.0969,3175.6829
Volcanic,30,60,35.2395,7.1653,3167.4755
Volcanic,30,60,35.2148,7.1394,3156.275
Volcanic,30,60,35.2165,7.1227,3188.9227
Volcanic,30,60,35.1315,7.1018,3171.0804
Volcanic,30,60,35.2263,7.1796,3165.0651
Volcanic,30,60,35.217,7.2075,3160.0963
Volcanic,30,60,35.2026,7.1936,3162.8438
Volcanic,30,60,35.1588,7.0691,3149.935
Volcanic,30,60,35.2415,7.1283,3157.5985
Volcanic,30,60,35.1349,7.1101,3152.4191
Volcanic,30,60,35.1814,6.2485,3172.1292
Volcanic,30,60,35.4786,6.4477,3160.4323
Volcanic,30,60,35.1399,7.0506,3146.2454
Volcanic,30,60,35.7075,6.3452,3173.2679
Volcanic,30,60,35.6657,6.3842,3152.4046
Volcanic,30,60,35.2845,6.5398,3173.6195
Volcanic,30,60,35.6499,6.2739,3158.7887
Volcanic,30,60,35.5536,6.4001,3172.2236
Volcanic,30,60,35.784,6.1469,3150.0987
Volcanic,30,60,35.5546,6.489,3153.3496
Volcanic,30,60,35.8241,6.3048,3145.1088
Volcanic,30,60,35.4455,6.4176,3176.4377
Volcanic,30,60,35.3973,6.147,3141.1007
Volcanic,30,60,35.5,6.9873,3153.9332
Volcanic,30,60,35.317,6.1337,3167.7991
Volcanic,30,60,35.8456,6.8887,3160.8102
Volcanic,30,60,35.4825,6.5553,3170.2167
Volcanic,30,60,35.3155,6.301,3178.9255
Volcanic,30,60,35.4546,6.2034,3159.3356
Volcanic,30,60,35.6677,6.6304,3141.9106
Volcanic,30,60,35.6362,6.2266,3155.5667
Volcanic,30,60,35.7815,6.1716,3150.7833
Volcanic,30,60,35.3372,6.1311,3163.43
Volcanic,30,60,35.5164,6.271,3179.0692
Volcanic,30,60,35.6552,6.1796,3148.2481
Volcanic,30,60,35.7552,6.212,3178.99
Volcanic,30,60,35.757,6.2166,3157.1095
Volcanic,30,60,35.5572,6.2059,3169.3561
Volcanic,30,60,35.6157,6.1719,3169.0947
Volcanic,30,60,35.4129,6.1662,3155.69
Volcanic,30,60,35.8548,6.1965,3171.3152
Volcanic,30,60,35.3431,6.2641,3166.7298
Volcanic,30,60,35.4534,6.2784,3179.294
Volcanic,30,60,35.8112,6.134,3179.4719
Volcanic,30,60,35.3358,6.2159,3162.0995
Volcanic,30,60,35.7696,6.1615,3177.2583
Volcanic,30,60,35.5012,6.1594,3150.4478
Volcanic,30,60,35.5435,6.2189,3169.055
Volcanic,30,60,35.7943,6.21,3165.8548
Volcanic,30,60,35.8975,6.2333,3170.9534
Volcanic,30,60,35.5216,6.5882,3141.9266
Volcanic,30,60,35.5192,6.567,3142.6252
Volcanic,30,60,35.3949,6.5034,3162.8922
Volcanic,30,60,35.2631,6.5474,3150.1034
Volcanic,30,60,35.4544,6.4153,3155.721
Volcanic,30,60,35.3055,6.6662,3154.8556
Volcanic,30,60,35.5061,6.6249,3158.6018
Volcanic,30,60,35.4358,6.6087,3150.5525
Volcanic,30,60,35.3341,6.6555,3141.2053
Volcanic,30,60,35.5743,6.3855,3138.2529
Volcanic,30,60,35.5168,6.535,3163.9307
Volcanic,30,60,35.5634,6.3106,3162.4919
Volcanic,30,60,35.2674,6.4638,3139.6184
Volcanic,30,60,35.3089,6.3324,3155.4765
Volcanic,30,60,35.5092,6.3025,3149.3603
Volcanic,30,60,35.4946,6.6306,3149.7759
Volcanic,30,60,35.5236,6.5111,3160.5624
Volcanic,30,60,35.4241,6.3725,3152.0463
Volcanic,30,60,35.3965,6.5649,3146.8052
Volcanic,30,60,35.4637,6.6502,3141.8963
Volcanic,30,90,35.9117,5.7163,3534.6755
Volcanic,30,90,35.9004,5.7302,3532.9915
Volcanic,30,90,35.8914,6.1209,3536.3225
Volcanic,30,90,35.8776,6.2303,3533.7822
Volcanic,30,90,35.9024,5.4478,3536.6761
Volcanic,30,90,35.8827,5.431,3534.0145
Volcanic,30,90,35.8941,4.9089,3534.5882
Volcanic,30,90,35.9137,5.6243,3533.7929
Volcanic,30,90,35.9109,6.2896,3529.5078
Volcanic,30,90,35.9143,5.1042,3534.7814
Volcanic,30,90,35.9168,4.992,3534.2439
Volcanic,30,90,35.9092,5.0242,3532.6774
Volcanic,30,90,35.8594,6.1321,3532.9889
Volcanic,30,90,35.8595,6.118,3535.6866
Volcanic,30,90,35.8647,5.5382,3529.543
Volcanic,30,90,35.8753,6.2206,3536.8069
Volcanic,30,90,35.8607,5.6005,3533.9806
Volcanic,30,90,35.8853,6.8716,3533.8466
Volcanic,30,90,35.8802,5.899,3535.9799
Volcanic,30,90,35.8925,5.5695,3534.3765
Volcanic,30,90,36.1888,5.816,3535.3126
Volcanic,30,90,36.007,5.9136,3535.2462
Volcanic,30,90,36.0185,5.3274,3535.3485
Volcanic,30,90,36.1695,5.3612,3534.5843
Volcanic,30,90,36.0192,5.6979,3534.0932
Volcanic,30,90,35.9605,5.5148,3529.6015
Volcanic,30,90,36.0676,5.3414,3530.9173
Volcanic,30,90,36.1687,5.5764,3532.27
Volcanic,30,90,36.0319,5.4016,3533.3557
Volcanic,30,90,36.1221,6.3538,3534.7017
Volcanic,30,90,36.1024,6.0622,3533.8469
Volcanic,30,90,36.051,6.3141,3532.1731
Volcanic,30,90,36.0577,5.9072,3536.9299
Volcanic,30,90,36.1956,5.3246,3536.7662
Volcanic,30,90,35.9447,6.0165,3532.7808
Volcanic,30,90,36.0016,6.8448,3531.6352
Volcanic,30,90,36.05,5.675,3530.8597
Volcanic,30,90,36.0907,6.6841,3531.9128
Volcanic,30,90,36.1748,6.5807,3531.1982
Volcanic,30,90,36.0564,6.3492,3534.3266
Volcanic,30,90,35.8126,6.0718,3559.2211
Volcanic,30,90,35.5319,6.6517,3541.9379
Volcanic,30,90,35.7849,6.175,3549.7346
Volcanic,30,90,35.4277,7.5202,3557.757
Volcanic,30,90,35.7861,7.5257,3560.2271
Volcanic,30,90,35.7574,6.2833,3552.3025
Volcanic,30,90,35.7671,6.1893,3539.2103
Volcanic,30,90,36.0016,6.7492,3570.6745
Volcanic,30,90,36.1324,5.775,3550.7904
Volcanic,30,90,36.149,7.1696,3543.5211
Volcanic,30,90,35.4027,7.0182,3570.3332
Volcanic,30,90,35.9983,5.9097,3570.2262
Volcanic,30,90,35.427,5.8789,3539.1944
Volcanic,30,90,35.5632,7.2041,3552.9869
Volcanic,30,90,35.4168,5.9097,3550.3673
Volcanic,30,90,35.3576,5.601,3570.9825
Volcanic,30,90,36.0832,6.9502,3539.4231
Volcanic,30,90,35.8522,7.2043,3565.7314
Volcanic,30,90,35.3189,7.5237,3544.1293
Volcanic,30,90,35.6241,6.6781,3552.8787
Volcanic,30,90,35.7688,6.6896,3560.8658
Volcanic,30,90,35.5527,6.218,3552.2064
Volcanic,30,90,35.3086,6.7901,3570.0387
Volcanic,30,90,35.6261,7.5097,3565.3005
Volcanic,30,90,35.4217,7.5294,3566.0261
Volcanic,30,90,35.5763,6.3832,3550.5405
Volcanic,30,90,35.6794,6.3372,3552.0748
Volcanic,30,90,35.618,6.2457,3557.7804
Volcanic,30,90,35.6081,6.2785,3547.3451
Volcanic,30,90,35.5273,7.0581,3568.8985
Volcanic,30,90,35.4286,6.353,3557.0433
Volcanic,30,90,35.525,6.7764,3567.5071
Volcanic,30,90,35.3065,7.3335,3567.2564
Volcanic,30,90,35.6188,6.1787,3546.4429
Volcanic,30,90,35.8009,6.3228,3545.2882
Volcanic,30,90,35.351,7.5725,3562.8911
Volcanic,30,90,35.3198,6.9958,3543.8991
Volcanic,30,90,35.7635,6.407,3559.7727
Volcanic,30,90,35.43,6.6688,3545.4795
Volcanic,30,90,35.3059,7.0004,3555.888
Recycled,30,14,22.2558,2.8333,2900.3338
Recycled,30,14,20.8874,2.8601,2976.1258
Recycled,30,14,22.3876,2.8488,2687.8034
Recycled,30,14,20.7959,2.8252,2775.8144
Recycled,30,14,21.3177,2.8259,2780.9701
Recycled,30,14,21.8064,2.8454,2743.2835
Recycled,30,14,21.7897,2.8596,2840.5762
Recycled,30,14,21.9571,2.8483,3018.9155
Recycled,30,14,21.9172,2.8609,3079.9833
Recycled,30,14,21.4817,2.8472,2721.3046
Recycled,30,14,20.8859,2.8446,3117.1003
Recycled,30,14,22.128,2.8387,2940.9003
Recycled,30,14,21.0929,2.8488,2789.9811
Recycled,30,14,21.9222,2.8316,2729.2145
Recycled,30,14,22.342,2.8238,2818.035
Recycled,30,14,20.7735,2.8276,2801.4793
Recycled,30,14,22.5747,2.8578,2785.7685
Recycled,30,14,20.6662,2.8449,3114.4183
Recycled,30,14,22.2974,2.8617,3114.7629
Recycled,30,14,22.298,2.8244,2863.7033
Recycled,30,14,22.5536,2.8533,2614.1945
Recycled,30,14,21.7794,2.8293,2503.7437
Recycled,30,14,21.1593,2.8349,2560.5444
Recycled,30,14,22.1296,2.8648,2646.7232
Recycled,30,14,21.3727,2.8507,2534.079
Recycled,30,14,21.6927,2.8486,2623.9495
Recycled,30,14,21.399,2.8289,2513.2811
Recycled,30,14,21.384,2.8528,2599.6165
Recycled,30,14,22.554,2.8472,2611.3273
Recycled,30,14,22.1894,2.8463,2666.3169
Recycled,30,14,21.6115,2.854,2563.7463
Recycled,30,14,21.8671,2.8333,2592.1472
Recycled,30,14,21.113,2.8601,2592.6868
Recycled,30,14,21.4631,2.8452,2631.3675
Recycled,30,14,21.7451,2.8498,2523.0065
Recycled,30,14,22.1648,2.8477,2570.6746
Recycled,30,14,22.2316,2.8642,2580.0087
Recycled,30,14,21.2476,2.8287,2634.1539
Recycled,30,14,21.934,2.8546,2631.4958
Recycled,30,14,21.3578,2.8635,2622.6559
Recycled,30,14,21.2701,2.8756,3243.6063
Recycled,30,14,22.8147,2.882,2537.532
Recycled,30,14,21.1267,2.8714,2648.0118
Recycled,30,14,22.895,2.8726,3080.226
Recycled,30,14,22.8966,2.885,2636.9466
Recycled,30,14,22.134,2.8758,3381.9847
Recycled,30,14,21.3145,2.8712,3140.1927
Recycled,30,14,21.4313,2.8683,2566.3044
Recycled,30,14,22.5033,2.8755,2998.5133
Recycled,30,14,22.7574,2.8756,2831.5127
Recycled,30,14,21.1413,2.884,3221.9102
Recycled,30,14,22.6083,2.8857,2771.5901
Recycled,30,14,23.0126,2.8738,3371.4873
Recycled,30,14,21.7663,2.886,3097.7189
Recycled,30,14,22.3656,2.8684,3299.8392
Recycled,30,14,21.7666,2.8684,2826.3661
Recycled,30,14,21.5098,2.8853,2571.6614
Recycled,30,14,22.6658,2.8806,3122.2636
Recycled,30,14,22.5378,2.8799,2728.7279
Recycled,30,14,21.6364,2.8761,3180.4425
Recycled,30,14,22.3724,2.8826,3033.2792
Recycled,30,14,22.5739,2.867,3349.7448
Recycled,30,14,22.9847,2.886,2966.4629
Recycled,30,14,23.0696,2.8643,3349.8117
Recycled,30,14,22.4864,2.8627,3273.7645
Recycled,30,14,22.7522,2.8825,3284.1836
Recycled,30,14,22.6754,2.8835,3230.3309
Recycled,30,14,22.7408,2.8856,3360.6033
Recycled,30,14,22.8862,2.8802,3118.5066
Recycled,30,14,22.6011,2.8634,3205.0009
Recycled,30,14,22.2285,2.8784,3334.1343
Recycled,30,14,22.8453,2.8632,3083.7571
Recycled,30,14,22.2676,2.8689,3078.5764
Recycled,30,14,22.5464,2.8717,3191.8853
Recycled,30,14,22.5586,2.8622,3261.2865
Recycled,30,14,22.8808,2.873,3073.1472
Recycled,30,14,22.8584,2.8607,3363.8908
Recycled,30,14,22.3299,2.8749,3256.0335
Recycled,30,14,22.7637,2.8779,2996.7279
Recycled,30,14,22.4008,2.8838,3144.4169
Recycled,30,28,25.1976,4.073,3492.7695
Recycled,30,28,25.1884,4.0756,3491.4038
Recycled,30,28,25.187,4.0631,3489.5254
Recycled,30,28,25.1982,4.0339,3492.9484
Recycled,30,28,25.1908,4.0439,3491.3366
Recycled,30,28,25.1841,4.0409,3492.3818
Recycled,30,28,25.1977,4.0464,3489.5846
Recycled,30,28,25.1622,4.0448,3490.184
Recycled,30,28,25.1706,4.0534,3491.4597
Recycled,30,28,25.1993,4.0815,3490.0582
Recycled,30,28,25.1907,4.0501,3488.1403
Recycled,30,28,25.1788,4.0325,3488.8399
Recycled,30,28,25.1871,4.0792,3489.0531
Recycled,30,28,25.1765,4.0589,3488.985
Recycled,30,28,25.175,4.0446,3491.4394
Recycled,30,28,25.1684,4.0579,3487.845
Recycled,30,28,25.1752,4.0822,3489.2677
Recycled,30,28,25.161,4.0676,3489.7176
Recycled,30,28,25.1787,4.0812,3491.522
Recycled,30,28,25.1732,4.0424,3488.936
Recycled,30,28,24.7344,4.0621,3486.786
Recycled,30,28,24.9349,4.0634,3474.6748
Recycled,30,28,24.7961,4.0505,3478.5623
Recycled,30,28,25.0052,4.0695,3478.0037
Recycled,30,28,24.9794,4.0472,3474.8746
Recycled,30,28,24.8057,4.0835,3476.7115
Recycled,30,28,24.727,4.0609,3474.7127
Recycled,30,28,24.9499,4.0629,3489.5412
Recycled,30,28,24.7584,4.0763,3486.9362
Recycled,30,28,24.8473,4.0819,3474.6098
Recycled,30,28,24.9292,4.0783,3493.1706
Recycled,30,28,24.7377,4.0836,3484.4383
Recycled,30,28,24.8065,4.0605,3487.9521
Recycled,30,28,24.7421,4.0623,3483.0832
Recycled,30,28,24.8915,4.0606,3489.994
Recycled,30,28,25.0188,4.0752,3483.1704
Recycled,30,28,24.9725,4.0517,3484.8838
Recycled,30,28,24.7649,4.0726,3483.1752
Recycled,30,28,25.1927,4.0814,3478.0949
Recycled,30,28,25.1251,4.0737,3482.6137
Recycled,30,28,24.5933,4.1414,3471.9756
Recycled,30,28,24.5737,4.0818,3467.6039
Recycled,30,28,24.7064,4.0606,3468.7019
Recycled,30,28,24.5421,4.1132,3466.3917
Recycled,30,28,24.4784,4.1139,3471.2261
Recycled,30,28,24.6927,4.1423,3470.7971
Recycled,30,28,24.6026,4.0848,3465.8098
Recycled,30,28,24.6459,4.1239,3470.3521
Recycled,30,28,24.4522,4.0973,3467.155
Recycled,30,28,24.5556,4.1468,3466.2174
Recycled,30,28,24.6531,4.1414,3466.7017
Recycled,30,28,24.6864,4.0627,3466.6861
Recycled,30,28,24.5731,4.1365,3469.6372
Recycled,30,28,24.4954,4.135,3469.174
Recycled,30,28,24.4929,4.0957,3466.4425
Recycled,30,28,24.4939,4.139,3470.4128
Recycled,30,28,24.6669,4.1354,3466.6447
Recycled,30,28,24.5733,4.0764,3468.8276
Recycled,30,28,24.4825,4.0503,3471.8471
Recycled,30,28,24.6896,4.0515,3466.915
Recycled,30,28,24.7449,4.1415,3473.3942
Recycled,30,28,24.7599,4.1,3475.3483
Recycled,30,28,24.5236,4.1186,3477.8501
Recycled,30,28,24.4748,4.1012,3467.8953
Recycled,30,28,24.6124,4.1266,3474.526
Recycled,30,28,24.7375,4.1058,3469.9183
Recycled,30,28,24.6108,4.1341,3465.8018
Recycled,30,28,24.5915,4.1513,3476.9117
Recycled,30,28,24.6223,4.1468,3470.6562
Recycled,30,28,24.4916,4.1344,3471.8618
Recycled,30,28,24.494,4.1439,3470.2678
Recycled,30,28,24.7497,4.1289,3465.3419
Recycled,30,28,24.6571,4.1052,3475.8564
Recycled,30,28,24.5401,4.1283,3468.1607
Recycled,30,28,24.7478,4.12,3474.9535
Recycled,30,28,24.4683,4.1124,3466.0249
Recycled,30,28,24.6067,4.1021,3475.5774
Recycled,30,28,24.6984,4.1032,3472.4245
Recycled,30,28,24.5656,4.1293,3465.691
Recycled,30,28,24.5872,4.1501,3471.5468
Recycled,30,60,31.4003,6.6759,3480.0598
Recycled,30,60,31.4315,6.6759,3479.591
Recycled,30,60,31.4216,6.6759,3478.6781
Recycled,30,60,31.3614,6.6759,3481.122
Recycled,30,60,31.3792,6.6759,3481.787
Recycled,30,60,31.3878,6.6759,3481.1953
Recycled,30,60,31.429,6.6759,3481.4577
Recycled,30,60,31.3912,6.6759,3480.3103
Recycled,30,60,31.3759,6.6759,3481.3017
Recycled,30,60,31.4063,6.6759,3481.1933
Recycled,30,60,31.3962,6.6759,3481.0344
Recycled,30,60,31.4318,6.6759,3478.9194
Recycled,30,60,31.4349,6.6759,3480.0218
Recycled,30,60,31.425,6.6759,3478.5084
Recycled,30,60,31.4157,6.6759,3479.0381
Recycled,30,60,31.4186,6.6759,3481.0635
Recycled,30,60,31.4319,6.6759,3479.8835
Recycled,30,60,31.3611,6.6759,3479.2318
Recycled,30,60,31.3841,6.6759,3480.6261
Recycled,30,60,31.3559,6.6759,3480.7364
Recycled,30,60,31.6886,6.4921,3478.2609
Recycled,30,60,31.5925,6.3385,3478.2609
Recycled,30,60,31.5502,6.0698,3478.2609
Recycled,30,60,31.5084,6.4849,3478.2609
Recycled,30,60,31.6007,6.5995,3478.2609
Recycled,30,60,31.5272,6.1781,3478.2609
Recycled,30,60,31.4609,6.2879,3478.2609
Recycled,30,60,31.4659,6.3576,3478.2609
Recycled,30,60,31.4609,6.4283,3478.2609
Recycled,30,60,31.5633,6.4966,3478.2609
Recycled,30,60,31.4774,6.5055,3478.2609
Recycled,30,60,31.5732,6.1961,3478.2609
Recycled,30,60,31.7098,6.0937,3478.2609
Recycled,30,60,31.5464,6.0858,3478.2609
Recycled,30,60,31.4765,6.3742,3478.2609
Recycled,30,60,31.611,6.1893,3478.2609
Recycled,30,60,31.7027,6.2783,3478.2609
Recycled,30,60,31.5449,6.2746,3478.2609
Recycled,30,60,31.453,6.2822,3478.2609
Recycled,30,60,31.4831,6.4513,3478.2609
Recycled,30,60,31.7562,6.3827,3476.6234
Recycled,30,60,31.8955,6.1136,3469.6182
Recycled,30,60,31.8359,6.5248,3471.9845
Recycled,30,60,31.8803,6.4515,3477.2274
Recycled,30,60,31.8868,6.3818,3471.4622
Recycled,30,60,31.86,6.5491,3470.9308
Recycled,30,60,31.872,6.1027,3470.0752
Recycled,30,60,31.9242,6.1124,3474.3721
Recycled,30,60,31.8791,6.5363,3467.6851
Recycled,30,60,31.9238,6.5848,3469.5181
Recycled,30,60,31.8382,6.1229,3468.3526
Recycled,30,60,31.7698,6.4519,3470.7789
Recycled,30,60,31.7544,6.364,3477.8125
Recycled,30,60,31.8899,6.0314,3475.4609
Recycled,30,60,31.8047,6.4792,3469.4366
Recycled,30,60,31.8809,6.523,3467.8017
Recycled,30,60,31.877,6.355,3476.1342
Recycled,30,60,31.8515,6.6176,3473.4689
Recycled,30,60,31.8901,6.1269,3469.95
Recycled,30,60,31.846,6.1719,3467.8264
Recycled,30,60,31.8125,6.6732,3468.7766
Recycled,30,60,31.8097,6.4371,3470.5615
Recycled,30,60,31.6864,6.4007,3470.5418
Recycled,30,60,31.8403,6.6507,3468.7337
Recycled,30,60,31.9169,6.4849,3468.3736
Recycled,30,60,31.8822,6.6449,3470.5094
Recycled,30,60,31.757,6.4888,3469.9842
Recycled,30,60,31.7136,6.59,3467.5906
Recycled,30,60,31.6767,6.4155,3471.4347
Recycled,30,60,31.8893,6.5736,3471.1881
Recycled,30,60,31.7358,6.4598,3470.7634
Recycled,30,60,31.7854,6.3817,3469.6434
Recycled,30,60,31.8364,6.6476,3467.3835
Recycled,30,60,31.8063,6.5439,3468.7504
Recycled,30,60,31.8103,6.5942,3469.1266
Recycled,30,60,31.7665,6.4644,3471.5898
Recycled,30,60,31.7405,6.6483,3468.2554
Recycled,30,60,31.8649,6.6589,3470.1235
Recycled,30,60,31.9247,6.4602,3471.1495
Recycled,30,60,31.7173,6.6059,3470.4438
Recycled,30,90,33.8517,6.6231,3628.8089
Recycled,30,90,33.3932,6.5236,3626.4273
Recycled,30,90,34.1016,6.6254,3620.1699
Recycled,30,90,34.1848,6.5457,3628.4711
Recycled,30,90,33.2388,6.656,3629.5234
Recycled,30,90,33.2731,6.4811,3628.6792
Recycled,30,90,33.1263,6.5661,3623.9683
Recycled,30,90,33.2875,6.5409,3628.7364
Recycled,30,90,34.271,6.5307,3629.4669
Recycled,30,90,33.6673,6.6152,3621.4749
Recycled,30,90,33.1289,6.5992,3627.9208
Recycled,30,90,33.7074,6.6464,3621.9839
Recycled,30,90,33.2765,6.5588,3629.2553
Recycled,30,90,34.2313,6.6255,3626.2688
Recycled,30,90,33.1409,6.5617,3628.6316
Recycled,30,90,33.218,6.4669,3628.7187
Recycled,30,90,33.6441,6.6741,3628.1476
Recycled,30,90,33.8019,6.5769,3620.4688
Recycled,30,90,33.9132,6.5168,3623.3749
Recycled,30,90,33.4581,6.4838,3627.7345
Recycled,30,90,33.1408,6.6523,3632.6306
Recycled,30,90,33.5278,6.5956,3622.7556
Recycled,30,90,34.1169,6.6033,3631.26
Recycled,30,90,33.7129,6.6238,3622.0997
Recycled,30,90,33.635,6.5982,3630.6499
Recycled,30,90,33.6593,6.5642,3624.9012
Recycled,30,90,33.4579,6.496,3623.308
Recycled,30,90,34.1471,6.5804,3622.9792
Recycled,30,90,34.1806,6.6008,3621.3666
Recycled,30,90,33.6776,6.493,3631.4877
Recycled,30,90,34.192,6.6374,3620.8817
Recycled,30,90,33.6156,6.5624,3625.6726
Recycled,30,90,33.5836,6.4713,3625.5227
Recycled,30,90,33.3551,6.4799,3621.8783
Recycled,30,90,33.3336,6.5145,3627.6413
Recycled,30,90,34.0203,6.4952,3621.149
Recycled,30,90,33.9064,6.5536,3627.5689
Recycled,30,90,33.6949,6.4617,3626.9244
Recycled,30,90,34.0164,6.4817,3622.5448
Recycled,30,90,33.6758,6.6367,3630.2026
Recycled,30,90,32.937,6.6759,3625.6292
Recycled,30,90,33.7119,6.6759,3628.6088
Recycled,30,90,32.8549,6.6759,3618.868
Recycled,30,90,33.8733,6.6759,3624.3499
Recycled,30,90,34.0804,6.6759,3633.5978
Recycled,30,90,32.6364,6.6759,3622.4978
Recycled,30,90,32.8075,6.6759,3626.8921
Recycled,30,90,33.6973,6.6759,3622.1019
Recycled,30,90,33.2703,6.6759,3620.6523
Recycled,30,90,32.7586,6.6759,3622.7177
Recycled,30,90,32.9293,6.6759,3625.5619
Recycled,30,90,33.908,6.6759,3622.5406
Recycled,30,90,33.8128,6.6759,3623.4734
Recycled,30,90,34.1976,6.6759,3625.7635
Recycled,30,90,33.2431,6.6759,3622.9952
Recycled,30,90,33.0822,6.6759,3628.1635
Recycled,30,90,33.8341,6.6759,3624.4268
Recycled,30,90,32.6741,6.6759,3627.3313
Recycled,30,90,34.1589,6.6759,3620.8631
Recycled,30,90,33.9261,6.6759,3630.7459
Recycled,30,90,32.9639,6.5913,3626.1077
Recycled,30,90,32.9902,6.5881,3621.6482
Recycled,30,90,31.946,6.5812,3619.9337
Recycled,30,90,32.4576,6.599,3619.2047
Recycled,30,90,32.8651,6.6573,3619.349
Recycled,30,90,32.1802,6.6584,3621.4765
Recycled,30,90,32.8337,6.6472,3622.961
Recycled,30,90,32.8109,6.6459,3618.6505
Recycled,30,90,32.6068,6.6747,3623.7368
Recycled,30,90,31.9143,6.5891,3620.681
Recycled,30,90,32.3314,6.5989,3622.9152
Recycled,30,90,32.9112,6.6387,3620.1118
Recycled,30,90,32.6636,6.6134,3620.5241
Recycled,30,90,32.3304,6.5965,3620.1249
Recycled,30,90,32.6101,6.6694,3623.6259
Recycled,30,90,32.1806,6.5903,3618.8988
Recycled,30,90,32.5432,6.5826,3624.8909
Recycled,30,90,32.9967,6.6631,3625.9062
Recycled,30,90,32.8507,6.616,3622.0866
Recycled,30,90,32.225,6.6615,3624.755
Recycled,30,14,29.4715,4.9087,3667.1752
Recycled,30,14,28.9652,4.9087,3686.4929
